category,product,month,year,price
uk-domestic-mill-prices,News and pams,July,2000,-
uk-domestic-mill-prices,News and pams,August,2000,-
uk-domestic-mill-prices,News and pams,September,2000,-
uk-domestic-mill-prices,News and pams,October,2000,-
uk-domestic-mill-prices,News and pams,November,2000,-
uk-domestic-mill-prices,News and pams,December,2000,40 - 45
uk-domestic-mill-prices,Over-issue news,January,2000,-
uk-domestic-mill-prices,Over-issue news,February,2000,-
uk-domestic-mill-prices,Over-issue news,March,2000,-
uk-domestic-mill-prices,Over-issue news,April,2000,-
uk-domestic-mill-prices,Over-issue news,May,2000,-
uk-domestic-mill-prices,Over-issue news,June,2000,-
uk-domestic-mill-prices,Over-issue news,July,2000,-
uk-domestic-mill-prices,Over-issue news,August,2000,-
uk-domestic-mill-prices,Over-issue news,September,2000,-
uk-domestic-mill-prices,Over-issue news,October,2000,-
uk-domestic-mill-prices,Over-issue news,November,2000,-
uk-domestic-mill-prices,Over-issue news,December,2000,40 - 50
uk-domestic-mill-prices,Sorted office waste,January,2000,-
uk-domestic-mill-prices,Sorted office waste,February,2000,-
uk-domestic-mill-prices,Sorted office waste,March,2000,-
uk-domestic-mill-prices,Sorted office waste,April,2000,-
uk-domestic-mill-prices,Sorted office waste,May,2000,-
uk-domestic-mill-prices,Sorted office waste,June,2000,-
uk-domestic-mill-prices,Sorted office waste,July,2000,-
uk-domestic-mill-prices,Sorted office waste,August,2000,-
uk-domestic-mill-prices,Sorted office waste,September,2000,-
uk-domestic-mill-prices,Sorted office waste,October,2000,-
uk-domestic-mill-prices,Sorted office waste,November,2000,-
uk-domestic-mill-prices,Sorted office waste,December,2000,70
uk-domestic-mill-prices,Coloured letter,January,2000,-
uk-domestic-mill-prices,Coloured letter,February,2000,-
uk-domestic-mill-prices,Coloured letter,March,2000,-
uk-domestic-mill-prices,Coloured letter,April,2000,-
uk-domestic-mill-prices,Coloured letter,May,2000,-
uk-domestic-mill-prices,Coloured letter,June,2000,-
uk-domestic-mill-prices,Coloured letter,July,2000,-
uk-domestic-mill-prices,Coloured letter,August,2000,-
uk-domestic-mill-prices,Coloured letter,September,2000,-
uk-domestic-mill-prices,Coloured letter,October,2000,-
uk-domestic-mill-prices,Coloured letter,November,2000,-
uk-domestic-mill-prices,Coloured letter,December,2000,80 - 85
uk-domestic-mill-prices,Coloured best pams,January,2000,-
uk-domestic-mill-prices,Coloured best pams,February,2000,-
uk-domestic-mill-prices,Coloured best pams,March,2000,-
uk-domestic-mill-prices,Coloured best pams,April,2000,-
uk-domestic-mill-prices,Coloured best pams,May,2000,-
uk-domestic-mill-prices,Coloured best pams,June,2000,-
uk-domestic-mill-prices,Coloured best pams,July,2000,-
uk-domestic-mill-prices,Coloured best pams,August,2000,-
uk-domestic-mill-prices,Coloured best pams,September,2000,-
uk-domestic-mill-prices,Coloured best pams,October,2000,-
uk-domestic-mill-prices,Coloured best pams,November,2000,-
uk-domestic-mill-prices,Coloured best pams,December,2000,75 - 80
uk-domestic-mill-prices,Light letter,January,2000,-
uk-domestic-mill-prices,Light letter,February,2000,-
uk-domestic-mill-prices,Light letter,March,2000,-
uk-domestic-mill-prices,Light letter,April,2000,-
uk-domestic-mill-prices,Light letter,May,2000,-
uk-domestic-mill-prices,Light letter,June,2000,-
uk-domestic-mill-prices,Light letter,July,2000,-
uk-domestic-mill-prices,Light letter,August,2000,-
uk-domestic-mill-prices,Light letter,September,2000,-
uk-domestic-mill-prices,Light letter,October,2000,-
uk-domestic-mill-prices,Light letter,November,2000,-
uk-domestic-mill-prices,Light letter,December,2000,105
uk-domestic-mill-prices,White letter,January,2000,-
uk-domestic-mill-prices,White letter,February,2000,-
uk-domestic-mill-prices,White letter,March,2000,-
uk-domestic-mill-prices,White letter,April,2000,-
uk-domestic-mill-prices,White letter,May,2000,-
uk-domestic-mill-prices,White letter,June,2000,-
uk-domestic-mill-prices,White letter,July,2000,-
uk-domestic-mill-prices,White letter,August,2000,-
uk-domestic-mill-prices,White letter,September,2000,-
uk-domestic-mill-prices,White letter,October,2000,-
uk-domestic-mill-prices,White letter,November,2000,-
uk-domestic-mill-prices,White letter,December,2000,135
uk-domestic-mill-prices,Computer paper,January,2000,-
uk-domestic-mill-prices,Computer paper,February,2000,-
uk-domestic-mill-prices,Computer paper,March,2000,-
uk-domestic-mill-prices,Computer paper,April,2000,-
uk-domestic-mill-prices,Computer paper,May,2000,-
uk-domestic-mill-prices,Computer paper,June,2000,-
uk-domestic-mill-prices,Computer paper,July,2000,-
uk-domestic-mill-prices,Computer paper,August,2000,-
uk-domestic-mill-prices,Computer paper,September,2000,-
uk-domestic-mill-prices,Computer paper,October,2000,-
uk-domestic-mill-prices,Computer paper,November,2000,-
uk-domestic-mill-prices,Computer paper,December,2000,140
uk-domestic-mill-prices,Mixed papers,January,2001,20 - 25
uk-domestic-mill-prices,Mixed papers,February,2001,20
uk-domestic-mill-prices,Mixed papers,March,2001,10 - 15
uk-domestic-mill-prices,Mixed papers,April,2001,10 - 15
uk-domestic-mill-prices,Mixed papers,May,2001,8 - 11
uk-domestic-mill-prices,Mixed papers,June,2001,8 - 10
uk-domestic-mill-prices,Mixed papers,July,2001,8 - 10
uk-domestic-mill-prices,Mixed papers,August,2001,8 - 10
uk-domestic-mill-prices,Mixed papers,September,2001,8 - 10
uk-domestic-mill-prices,Mixed papers,October,2001,5 - 10
uk-domestic-mill-prices,Mixed papers,November,2001,5 - 10
uk-domestic-mill-prices,Mixed papers,December,2001,5 - 10
uk-domestic-mill-prices,Old Kls (cardboard),January,2001,45 - 55
uk-domestic-mill-prices,Old Kls (cardboard),February,2001,45 - 55
uk-domestic-mill-prices,Old Kls (cardboard),March,2001,38 - 45
uk-domestic-mill-prices,Old Kls (cardboard),April,2001,37 - 40
uk-domestic-mill-prices,Old Kls (cardboard),May,2001,30 - 40
uk-domestic-mill-prices,Old Kls (cardboard),June,2001,30 - 35
uk-domestic-mill-prices,Old Kls (cardboard),July,2001,30 - 35
uk-domestic-mill-prices,Old Kls (cardboard),August,2001,15 - 35
uk-domestic-mill-prices,Old Kls (cardboard),September,2001,25 - 35
uk-domestic-mill-prices,Old Kls (cardboard),October,2001,30 - 35
uk-domestic-mill-prices,Old Kls (cardboard),November,2001,40 - 45
uk-domestic-mill-prices,Old Kls (cardboard),December,2001,40 - 45
uk-domestic-mill-prices,News and pams,January,2001,40 - 45
uk-domestic-mill-prices,News and pams,February,2001,30 - 35
uk-domestic-mill-prices,News and pams,March,2001,30 - 35
uk-domestic-mill-prices,News and pams,April,2001,30 - 35
uk-domestic-mill-prices,News and pams,May,2001,22 - 27
uk-domestic-mill-prices,News and pams,June,2001,22 - 28
uk-domestic-mill-prices,News and pams,July,2001,22 - 28
uk-domestic-mill-prices,News and pams,August,2001,25 - 28
uk-domestic-mill-prices,News and pams,September,2001,25 - 28
uk-domestic-mill-prices,News and pams,October,2001,25 - 30
uk-domestic-mill-prices,News and pams,November,2001,25 - 30
uk-domestic-mill-prices,News and pams,December,2001,25 - 30
uk-domestic-mill-prices,Over-issue news,January,2001,40 - 50
uk-domestic-mill-prices,Over-issue news,February,2001,40 - 45
uk-domestic-mill-prices,Over-issue news,March,2001,40 - 45
uk-domestic-mill-prices,Over-issue news,April,2001,40 - 45
uk-domestic-mill-prices,Over-issue news,May,2001,28 - 35
uk-domestic-mill-prices,Over-issue news,June,2001,28 - 38
uk-domestic-mill-prices,Over-issue news,July,2001,28 - 38
uk-domestic-mill-prices,Over-issue news,August,2001,35 - 40
uk-domestic-mill-prices,Over-issue news,September,2001,35 - 40
uk-domestic-mill-prices,Over-issue news,October,2001,40 - 45
uk-domestic-mill-prices,Over-issue news,November,2001,40 - 45
uk-domestic-mill-prices,Over-issue news,December,2001,40 - 45
uk-domestic-mill-prices,Sorted office waste,January,2001,70
uk-domestic-mill-prices,Sorted office waste,February,2001,64
uk-domestic-mill-prices,Sorted office waste,March,2001,64
uk-domestic-mill-prices,Sorted office waste,April,2001,64
uk-domestic-mill-prices,Sorted office waste,May,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,June,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,July,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,August,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,September,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,October,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,November,2001,53 - 55
uk-domestic-mill-prices,Sorted office waste,December,2001,53 - 55
uk-domestic-mill-prices,Coloured letter,January,2001,75 - 80
uk-domestic-mill-prices,Coloured letter,February,2001,62 - 65
uk-domestic-mill-prices,Coloured letter,March,2001,62 - 65
uk-domestic-mill-prices,Coloured letter,April,2001,62 - 65
uk-domestic-mill-prices,Coloured letter,May,2001,55 - 60
uk-domestic-mill-prices,Coloured letter,June,2001,60 - 65
uk-domestic-mill-prices,Coloured letter,July,2001,60 - 63
uk-domestic-mill-prices,Coloured letter,August,2001,60 - 63
uk-domestic-mill-prices,Coloured letter,September,2001,60 - 63
uk-domestic-mill-prices,Coloured letter,October,2001,58 - 60
uk-domestic-mill-prices,Coloured letter,November,2001,58 - 60
uk-domestic-mill-prices,Coloured letter,December,2001,58 - 60
uk-domestic-mill-prices,Coloured best pams,January,2001,75 - 80
uk-domestic-mill-prices,Coloured best pams,February,2001,62 - 65
uk-domestic-mill-prices,Coloured best pams,March,2001,62 - 65
uk-domestic-mill-prices,Coloured best pams,April,2001,62 - 65
uk-domestic-mill-prices,Coloured best pams,May,2001,55 - 60
uk-domestic-mill-prices,Coloured best pams,June,2001,60 - 65
uk-domestic-mill-prices,Coloured best pams,July,2001,60 - 65
uk-domestic-mill-prices,Coloured best pams,August,2001,57 - 60
uk-domestic-mill-prices,Coloured best pams,September,2001,57 - 60
uk-domestic-mill-prices,Coloured best pams,October,2001,57 - 60
uk-domestic-mill-prices,Coloured best pams,November,2001,57 - 60
uk-domestic-mill-prices,Coloured best pams,December,2001,57 - 60
uk-domestic-mill-prices,Light letter,January,2001,100
uk-domestic-mill-prices,Light letter,February,2001,120 - 125
uk-domestic-mill-prices,Light letter,March,2001,90 - 95
uk-domestic-mill-prices,Light letter,April,2001,90 - 95
uk-domestic-mill-prices,Light letter,May,2001,82 - 85
uk-domestic-mill-prices,Light letter,June,2001,82 - 83
uk-domestic-mill-prices,Light letter,July,2001,82 - 83
uk-domestic-mill-prices,Light letter,August,2001,80 - 84
uk-domestic-mill-prices,Light letter,September,2001,80 - 84
uk-domestic-mill-prices,Light letter,October,2001,80 - 84
uk-domestic-mill-prices,Light letter,November,2001,80 - 84
uk-domestic-mill-prices,Light letter,December,2001,80 - 84
uk-domestic-mill-prices,White letter,January,2001,130
uk-domestic-mill-prices,White letter,February,2001,130
uk-domestic-mill-prices,White letter,March,2001,130
uk-domestic-mill-prices,White letter,April,2001,120 - 125
uk-domestic-mill-prices,White letter,May,2001,110 - 115
uk-domestic-mill-prices,White letter,June,2001,110 - 115
uk-domestic-mill-prices,White letter,July,2001,110 - 115
uk-domestic-mill-prices,White letter,August,2001,110 - 115
uk-domestic-mill-prices,White letter,September,2001,100 - 115
uk-domestic-mill-prices,White letter,October,2001,105 - 115
uk-domestic-mill-prices,White letter,November,2001,105 - 115
uk-domestic-mill-prices,White letter,December,2001,105 - 115
uk-domestic-mill-prices,Computer paper,January,2001,130
uk-domestic-mill-prices,Computer paper,February,2001,130
uk-domestic-mill-prices,Computer paper,March,2001,130
uk-domestic-mill-prices,Computer paper,April,2001,130
uk-domestic-mill-prices,Computer paper,May,2001,120
uk-domestic-mill-prices,Computer paper,June,2001,120 - 125
uk-domestic-mill-prices,Computer paper,July,2001,120 - 125
uk-domestic-mill-prices,Computer paper,August,2001,120 - 125
uk-domestic-mill-prices,Computer paper,September,2001,100 - 125
uk-domestic-mill-prices,Computer paper,October,2001,100 - 125
uk-domestic-mill-prices,Computer paper,November,2001,100 - 125
uk-domestic-mill-prices,Computer paper,December,2001,100 - 125
uk-domestic-mill-prices,Mixed papers,January,2002,5 - 10
uk-domestic-mill-prices,Mixed papers,February,2002,5 - 10
uk-domestic-mill-prices,Mixed papers,March,2002,5 - 10
uk-domestic-mill-prices,Mixed papers,April,2002,5 - 10
uk-domestic-mill-prices,Mixed papers,May,2002,15 - 20
uk-domestic-mill-prices,Mixed papers,June,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,July,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,August,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,September,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,October,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,November,2002,23 - 25
uk-domestic-mill-prices,Mixed papers,December,2002,22 - 25
uk-domestic-mill-prices,Old kls (cardboard),January,2002,40 - 45
uk-domestic-mill-prices,Old kls (cardboard),February,2002,40 - 45
uk-domestic-mill-prices,Old kls (cardboard),March,2002,42 - 45
uk-domestic-mill-prices,Old kls (cardboard),April,2002,42 - 45
uk-domestic-mill-prices,Old kls (cardboard),May,2002,55 - 60
uk-domestic-mill-prices,Old kls (cardboard),June,2002,70
uk-domestic-mill-prices,Old kls (cardboard),July,2002,70
uk-domestic-mill-prices,Old kls (cardboard),August,2002,70
uk-domestic-mill-prices,Old kls (cardboard),September,2002,70
uk-domestic-mill-prices,Old kls (cardboard),October,2002,68 - 70
uk-domestic-mill-prices,Old kls (cardboard),November,2002,68 - 70
uk-domestic-mill-prices,Old kls (cardboard),December,2002,50 - 55
uk-domestic-mill-prices,News and pams,January,2002,25 - 30
uk-domestic-mill-prices,News and pams,February,2002,25 - 30
uk-domestic-mill-prices,News and pams,March,2002,25 - 30
uk-domestic-mill-prices,News and pams,April,2002,25 - 30
uk-domestic-mill-prices,News and pams,May,2002,28 - 35
uk-domestic-mill-prices,News and pams,June,2002,38 - 45
uk-domestic-mill-prices,News and pams,July,2002,38 - 55
uk-domestic-mill-prices,News and pams,August,2002,38 - 55
uk-domestic-mill-prices,News and pams,September,2002,38 - 55
uk-domestic-mill-prices,News and pams,October,2002,45 - 53
uk-domestic-mill-prices,News and pams,November,2002,45 - 53
uk-domestic-mill-prices,News and pams,December,2002,45 - 53
uk-domestic-mill-prices,Over-issue news,January,2002,40 - 45
uk-domestic-mill-prices,Over-issue news,February,2002,40 - 45
uk-domestic-mill-prices,Over-issue news,March,2002,40 - 45
uk-domestic-mill-prices,Over-issue news,April,2002,40 - 45
uk-domestic-mill-prices,Over-issue news,May,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,June,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,July,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,August,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,September,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,October,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,November,2002,55 - 60
uk-domestic-mill-prices,Over-issue news,December,2002,55 - 60
uk-domestic-mill-prices,Sorted office waste,January,2002,50 - 52
uk-domestic-mill-prices,Sorted office waste,February,2002,50 - 52
uk-domestic-mill-prices,Sorted office waste,March,2002,50 - 52
uk-domestic-mill-prices,Sorted office waste,April,2002,50 - 52
uk-domestic-mill-prices,Sorted office waste,May,2002,52 - 54
uk-domestic-mill-prices,Sorted office waste,June,2002,60 - 62
uk-domestic-mill-prices,Sorted office waste,July,2002,72 - 76
uk-domestic-mill-prices,Sorted office waste,August,2002,72 - 76
uk-domestic-mill-prices,Sorted office waste,September,2002,72 - 76
uk-domestic-mill-prices,Sorted office waste,October,2002,65 - 68
uk-domestic-mill-prices,Sorted office waste,November,2002,63 - 68
uk-domestic-mill-prices,Sorted office waste,December,2002,62 - 64
uk-domestic-mill-prices,Coloured letter,January,2002,56 - 68
uk-domestic-mill-prices,Coloured letter,February,2002,56 - 68
uk-domestic-mill-prices,Coloured letter,March,2002,56 - 68
uk-domestic-mill-prices,Coloured letter,April,2002,56 - 68
uk-domestic-mill-prices,Coloured letter,May,2002,60 - 62
uk-domestic-mill-prices,Coloured letter,June,2002,60 - 70
uk-domestic-mill-prices,Coloured letter,July,2002,77 - 80
uk-domestic-mill-prices,Coloured letter,August,2002,77 - 80
uk-domestic-mill-prices,Coloured letter,September,2002,77 - 80
uk-domestic-mill-prices,Coloured letter,October,2002,70 - 74
uk-domestic-mill-prices,Coloured letter,November,2002,65 - 70
uk-domestic-mill-prices,Coloured letter,December,2002,65 - 70
uk-domestic-mill-prices,Coloured best pams,January,2002,54 - 56
uk-domestic-mill-prices,Coloured best pams,February,2002,54 - 56
uk-domestic-mill-prices,Coloured best pams,March,2002,54 - 56
uk-domestic-mill-prices,Coloured best pams,April,2002,54 - 56
uk-domestic-mill-prices,Coloured best pams,May,2002,55 - 60
uk-domestic-mill-prices,Coloured best pams,June,2002,60 - 62
uk-domestic-mill-prices,Coloured best pams,July,2002,70 - 82
uk-domestic-mill-prices,Coloured best pams,August,2002,70 - 82
uk-domestic-mill-prices,Coloured best pams,September,2002,70 - 82
uk-domestic-mill-prices,Coloured best pams,October,2002,62 - 70
uk-domestic-mill-prices,Coloured best pams,November,2002,60 - 65
uk-domestic-mill-prices,Coloured best pams,December,2002,60 - 65
uk-domestic-mill-prices,Light letter,January,2002,80 - 84
uk-domestic-mill-prices,Light letter,February,2002,80 - 84
uk-domestic-mill-prices,Light letter,March,2002,80 - 84
uk-domestic-mill-prices,Light letter,April,2002,80 - 84
uk-domestic-mill-prices,Light letter,May,2002,82 - 85
uk-domestic-mill-prices,Light letter,June,2002,85 - 88
uk-domestic-mill-prices,Light letter,July,2002,95 - 100
uk-domestic-mill-prices,Light letter,August,2002,95 - 100
uk-domestic-mill-prices,Light letter,September,2002,95 - 100
uk-domestic-mill-prices,Light letter,October,2002,80 - 82
uk-domestic-mill-prices,Light letter,November,2002,80
uk-domestic-mill-prices,Light letter,December,2002,75 - 77
uk-domestic-mill-prices,White letter,January,2002,05 - 115
uk-domestic-mill-prices,White letter,February,2002,105 - 115
uk-domestic-mill-prices,White letter,March,2002,105 - 115
uk-domestic-mill-prices,White letter,April,2002,105 - 115
uk-domestic-mill-prices,White letter,May,2002,105 - 115
uk-domestic-mill-prices,White letter,June,2002,20 - 135
uk-domestic-mill-prices,White letter,July,2002,125 - 130
uk-domestic-mill-prices,White letter,August,2002,120 - 125
uk-domestic-mill-prices,White letter,September,2002,120 - 125
uk-domestic-mill-prices,White letter,October,2002,95 - 100
uk-domestic-mill-prices,White letter,November,2002,95 - 100
uk-domestic-mill-prices,White letter,December,2002,95 - 100
uk-domestic-mill-prices,Computer paper,January,2002,100 - 125
uk-domestic-mill-prices,Computer paper,February,2002,100 - 125
uk-domestic-mill-prices,Computer paper,March,2002,100 - 125
uk-domestic-mill-prices,Computer paper,April,2002,100 - 125
uk-domestic-mill-prices,Computer paper,May,2002,120 - 140
uk-domestic-mill-prices,Computer paper,June,2002,130 - 150
uk-domestic-mill-prices,Computer paper,July,2002,144 - 155
uk-domestic-mill-prices,Computer paper,August,2002,144 - 155
uk-domestic-mill-prices,Computer paper,September,2002,144 - 155
uk-domestic-mill-prices,Computer paper,October,2002,135 - 140
uk-domestic-mill-prices,Computer paper,November,2002,135 - 140
uk-domestic-mill-prices,Computer paper,December,2002,135 - 140
uk-domestic-mill-prices,Mixed papers,January,2003,22 - 25
uk-domestic-mill-prices,Mixed papers,February,2003,20 - 25
uk-domestic-mill-prices,Mixed papers,March,2003,20 - 25
uk-domestic-mill-prices,Mixed papers,April,2003,30 - 35
uk-domestic-mill-prices,Mixed papers,May,2003,30 - 35
uk-domestic-mill-prices,Mixed papers,June,2003,30 - 35
uk-domestic-mill-prices,Mixed papers,July,2003,25 - 30
uk-domestic-mill-prices,Mixed papers,August,2003,20 - 25
uk-domestic-mill-prices,Mixed papers,September,2003,20 - 25
uk-domestic-mill-prices,Mixed papers,October,2003,25 - 30
uk-domestic-mill-prices,Mixed papers,November,2003,25 - 28
uk-domestic-mill-prices,Mixed papers,December,2003,25 - 28
uk-domestic-mill-prices,Old kls (cardboard),January,2003,45 - 47
uk-domestic-mill-prices,Old kls (cardboard),February,2003,45 - 47
uk-domestic-mill-prices,Old kls (cardboard),March,2003,45 - 47
uk-domestic-mill-prices,Old kls (cardboard),April,2003,55 - 57
uk-domestic-mill-prices,Old kls (cardboard),May,2003,55 - 57
uk-domestic-mill-prices,Old kls (cardboard),June,2003,55 - 57
uk-domestic-mill-prices,Old kls (cardboard),July,2003,35 - 40
uk-domestic-mill-prices,Old kls (cardboard),August,2003,30 - 35
uk-domestic-mill-prices,Old kls (cardboard),September,2003,30 - 35
uk-domestic-mill-prices,Old kls (cardboard),October,2003,40 - 45
uk-domestic-mill-prices,Old kls (cardboard),November,2003,40 - 43
uk-domestic-mill-prices,Old kls (cardboard),December,2003,40 - 43
uk-domestic-mill-prices,News and pams,January,2003,35 - 40
uk-domestic-mill-prices,News and pams,February,2003,35 - 45
uk-domestic-mill-prices,News and pams,March,2003,40 - 45
uk-domestic-mill-prices,News and pams,April,2003,44 - 50
uk-domestic-mill-prices,News and pams,May,2003,44 - 50
uk-domestic-mill-prices,News and pams,June,2003,44 - 50
uk-domestic-mill-prices,News and pams,July,2003,43 - 45
uk-domestic-mill-prices,News and pams,August,2003,35 - 45
uk-domestic-mill-prices,News and pams,September,2003,35 - 45
uk-domestic-mill-prices,News and pams,October,2003,40 - 45
uk-domestic-mill-prices,News and pams,November,2003,40 - 45
uk-domestic-mill-prices,News and pams,December,2003,40 - 45
uk-domestic-mill-prices,Over-issue news,January,2003,55 - 60
uk-domestic-mill-prices,Over-issue news,February,2003,55 - 60
uk-domestic-mill-prices,Over-issue news,March,2003,55 - 60
uk-domestic-mill-prices,Over-issue news,April,2003,50 - 60
uk-domestic-mill-prices,Over-issue news,May,2003,50 - 60
uk-domestic-mill-prices,Over-issue news,June,2003,50 - 60
uk-domestic-mill-prices,Over-issue news,July,2003,50 - 60
uk-domestic-mill-prices,Over-issue news,August,2003,50 - 55
uk-domestic-mill-prices,Over-issue news,September,2003,50 - 55
uk-domestic-mill-prices,Over-issue news,October,2003,50 - 55
uk-domestic-mill-prices,Over-issue news,November,2003,50 - 55
uk-domestic-mill-prices,Over-issue news,December,2003,45 - 50
uk-domestic-mill-prices,Sorted office waste,January,2003,62 - 64
uk-domestic-mill-prices,Sorted office waste,February,2003,62 - 64
uk-domestic-mill-prices,Sorted office waste,March,2003,65 - 67
uk-domestic-mill-prices,Sorted office waste,April,2003,70 - 71
uk-domestic-mill-prices,Sorted office waste,May,2003,70 - 71
uk-domestic-mill-prices,Sorted office waste,June,2003,70 - 71
uk-domestic-mill-prices,Sorted office waste,July,2003,65 - 70
uk-domestic-mill-prices,Sorted office waste,August,2003,65 - 70
uk-domestic-mill-prices,Sorted office waste,September,2003,65 - 70
uk-domestic-mill-prices,Sorted office waste,October,2003,67 - 70
uk-domestic-mill-prices,Sorted office waste,November,2003,67 - 70
uk-domestic-mill-prices,Sorted office waste,December,2003,60 - 64
uk-domestic-mill-prices,Coloured letter,January,2003,65 - 70
uk-domestic-mill-prices,Coloured letter,February,2003,65 - 70
uk-domestic-mill-prices,Coloured letter,March,2003,70 - 72
uk-domestic-mill-prices,Coloured letter,April,2003,76 - 78
uk-domestic-mill-prices,Coloured letter,May,2003,76 - 78
uk-domestic-mill-prices,Coloured letter,June,2003,76 - 78
uk-domestic-mill-prices,Coloured letter,July,2003,65 - 70
uk-domestic-mill-prices,Coloured letter,August,2003,65 - 70
uk-domestic-mill-prices,Coloured letter,September,2003,65 - 70
uk-domestic-mill-prices,Coloured letter,October,2003,67 - 70
uk-domestic-mill-prices,Coloured letter,November,2003,67 - 70
uk-domestic-mill-prices,Coloured letter,December,2003,60 - 64
uk-domestic-mill-prices,Coloured best pams,January,2003,60 - 65
uk-domestic-mill-prices,Coloured best pams,February,2003,60 - 65
uk-domestic-mill-prices,Coloured best pams,March,2003,71 - 75
uk-domestic-mill-prices,Coloured best pams,April,2003,76 - 80
uk-domestic-mill-prices,Coloured best pams,May,2003,76 - 80
uk-domestic-mill-prices,Coloured best pams,June,2003,76 - 80
uk-domestic-mill-prices,Coloured best pams,July,2003,71 - 75
uk-domestic-mill-prices,Coloured best pams,August,2003,71 - 75
uk-domestic-mill-prices,Coloured best pams,September,2003,71 - 75
uk-domestic-mill-prices,Coloured best pams,October,2003,71 - 75
uk-domestic-mill-prices,Coloured best pams,November,2003,70 - 73
uk-domestic-mill-prices,Coloured best pams,December,2003,70 - 73
uk-domestic-mill-prices,Light letter,January,2003,75 - 77
uk-domestic-mill-prices,Light letter,February,2003,75 - 77
uk-domestic-mill-prices,Light letter,March,2003,79 - 82
uk-domestic-mill-prices,Light letter,April,2003,85 - 88
uk-domestic-mill-prices,Light letter,May,2003,85 - 88
uk-domestic-mill-prices,Light letter,June,2003,85 - 88
uk-domestic-mill-prices,Light letter,July,2003,85 - 88
uk-domestic-mill-prices,Light letter,August,2003,85 - 88
uk-domestic-mill-prices,Light letter,September,2003,85 - 88
uk-domestic-mill-prices,Light letter,October,2003,80 - 85
uk-domestic-mill-prices,Light letter,November,2003,80 - 85
uk-domestic-mill-prices,Light letter,December,2003,75 - 80
uk-domestic-mill-prices,White letter,January,2003,95 - 105
uk-domestic-mill-prices,White letter,February,2003,110 - 115
uk-domestic-mill-prices,White letter,March,2003,125 - 135
uk-domestic-mill-prices,White letter,April,2003,125 - 135
uk-domestic-mill-prices,White letter,May,2003,125 - 135
uk-domestic-mill-prices,White letter,June,2003,125 - 135
uk-domestic-mill-prices,White letter,July,2003,110 - 120
uk-domestic-mill-prices,White letter,August,2003,110 - 120
uk-domestic-mill-prices,White letter,September,2003,115 - 125
uk-domestic-mill-prices,White letter,October,2003,120 - 130
uk-domestic-mill-prices,White letter,November,2003,125 - 135
uk-domestic-mill-prices,White letter,December,2003,115 - 125
uk-domestic-mill-prices,Computer paper,January,2003,135 - 140
uk-domestic-mill-prices,Computer paper,February,2003,140 - 150
uk-domestic-mill-prices,Computer paper,March,2003,140 - 150
uk-domestic-mill-prices,Computer paper,April,2003,140 - 150
uk-domestic-mill-prices,Computer paper,May,2003,140 - 150
uk-domestic-mill-prices,Computer paper,June,2003,140 - 150
uk-domestic-mill-prices,Computer paper,July,2003,135 - 140
uk-domestic-mill-prices,Computer paper,August,2003,135 - 140
uk-domestic-mill-prices,Computer paper,September,2003,140 - 145
uk-domestic-mill-prices,Computer paper,October,2003,145 - 155
uk-domestic-mill-prices,Computer paper,November,2003,145 - 155
uk-domestic-mill-prices,Computer paper,December,2003,135 - 145
uk-domestic-mill-prices,Mixed papers,January,2004,20 - 25
uk-domestic-mill-prices,Mixed papers,February,2004,20 - 25
uk-domestic-mill-prices,Mixed papers,March,2004,22 - 25
uk-domestic-mill-prices,Mixed papers,April,2004,24 - 26
uk-domestic-mill-prices,Mixed papers,May,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,June,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,July,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,August,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,September,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,October,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,November,2004,25 - 28
uk-domestic-mill-prices,Mixed papers,December,2004,25 - 28
uk-domestic-mill-prices,Old kls (cardboard),January,2004,35 - 40
uk-domestic-mill-prices,Old kls (cardboard),February,2004,35 - 40
uk-domestic-mill-prices,Old kls (cardboard),March,2004,43 - 46
uk-domestic-mill-prices,Old kls (cardboard),April,2004,43 - 46
uk-domestic-mill-prices,Old kls (cardboard),May,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),June,2004,45 - 48
uk-domestic-mill-prices,Old kls (cardboard),July,2004,45 - 48
