category,product,month,year,price
merchant-prices,News and mags for de-inking,July,2006,10 - 18
merchant-prices,News and mags for de-inking,August,2006,10 - 18
merchant-prices,News and mags for de-inking,September,2006,10 - 18
merchant-prices,News and mags for de-inking,October,2006,10 - 18
merchant-prices,News and mags for de-inking,November,2006,10 - 18
merchant-prices,News and mags for de-inking,December,2006,10 - 18
merchant-prices,Mixed coloured office waste,January,2006,5 - 20
merchant-prices,Mixed coloured office waste,February,2006,5 - 20
merchant-prices,Mixed coloured office waste,March,2006,5 - 20
merchant-prices,Mixed coloured office waste,April,2006,5 - 20
merchant-prices,Mixed coloured office waste,May,2006,5 - 20
merchant-prices,Mixed coloured office waste,June,2006,5 - 20
merchant-prices,Mixed coloured office waste,July,2006,5 - 20
merchant-prices,Mixed coloured office waste,August,2006,6 - 20
merchant-prices,Mixed coloured office waste,September,2006,6 - 20
merchant-prices,Mixed coloured office waste,October,2006,6 - 20
merchant-prices,Mixed coloured office waste,November,2006,7 - 20
merchant-prices,Mixed coloured office waste,December,2006,7 - 20
merchant-prices,White office paper,January,2006,35 - 50
merchant-prices,White office paper,February,2006,35 - 50
merchant-prices,White office paper,March,2006,35 - 50
merchant-prices,White office paper,April,2006,35 - 50
merchant-prices,White office paper,May,2006,35 - 50
merchant-prices,White office paper,June,2006,35 - 50
merchant-prices,White office paper,July,2006,35 - 50
merchant-prices,White office paper,August,2006,35 - 50
merchant-prices,White office paper,September,2006,35 - 50
merchant-prices,White office paper,October,2006,35 - 50
merchant-prices,White office paper,November,2006,35 - 50
merchant-prices,White office paper,December,2006,35 - 50
merchant-prices,Mixed papers,January,2007,0 - 10
merchant-prices,Mixed papers,February,2007,2 - 12
merchant-prices,Mixed papers,March,2007,2 - 13
merchant-prices,Mixed papers,April,2007,3 - 15
merchant-prices,Mixed papers,May,2007,3 - 15
merchant-prices,Mixed papers,June,2007,3 - 15
merchant-prices,Mixed papers,July,2007,3 - 15
merchant-prices,Mixed papers,August,2007,3 - 15
merchant-prices,Mixed papers,September,2007,3 - 15
merchant-prices,Mixed papers,October,2007,3 - 15
merchant-prices,Mixed papers,November,2007,3 - 15
merchant-prices,Mixed papers,December,2007,3 - 15
merchant-prices,Old kls (cardboard),January,2007,5 - 14
merchant-prices,Old kls (cardboard),February,2007,5 - 16
merchant-prices,Old kls (cardboard),March,2007,5 - 16
merchant-prices,Old kls (cardboard),April,2007,5 - 18
merchant-prices,Old kls (cardboard),May,2007,5 - 18
merchant-prices,Old kls (cardboard),June,2007,8 - 18
merchant-prices,Old kls (cardboard),July,2007,8 - 20
merchant-prices,Old kls (cardboard),August,2007,8 - 20
merchant-prices,Old kls (cardboard),September,2007,8 - 20
merchant-prices,Old kls (cardboard),October,2007,8 - 20
merchant-prices,Old kls (cardboard),November,2007,8 - 20
merchant-prices,Old kls (cardboard),December,2007,8 - 19
